City,CrimeIndex,Year,latitude,longitude
"Pristina, Kosovo (Disputed Territory)",47.37,2015,39.78373,-100.445882
"Bordeaux, France",47.15,2015,44.841225,-0.580036
"Porto, Portugal",46.60,2015,41.149451,-8.610788
"London, United Kingdom",46.57,2015,51.507322,-0.127647
"Klaipeda, Lithuania",46.48,2015,55.712753,21.135047
"Stockholm, Sweden",45.98,2015,59.325117,18.071094
"Skopje, North Macedonia",45.32,2015,41.996092,21.43165
"Kaunas, Lithuania",45.29,2015,54.898214,23.904482
"Kiev (Kyiv), Ukraine",45.11,2015,50.450107,30.52405
"Malmo, Sweden",44.74,2015,55.605293,13.000157
"Dnipro, Ukraine",44.49,2015,48.468022,35.041771
"Saint Petersburg, Russia",44.03,2015,59.938732,30.316229
"Belfast, United Kingdom",43.72,2015,54.596987,-5.930099
"Venice, Italy",43.65,2015,45.437191,12.33459
"Gothenburg, Sweden",43.21,2015,57.707233,11.967017
"Lyon, France",42.87,2015,45.757814,4.832011
"Sochi, Russia",42.19,2015,43.585482,39.723109
"Barcelona, Spain",42.11,2015,41.382894,2.177432
"Budapest, Hungary",41.56,2015,47.498382,19.040471
"Antwerp, Belgium",41.39,2015,51.22111,4.399708
"The Hague (Den Haag), Netherlands",40.80,2015,52.089108,4.309274
"Cardiff, United Kingdom",40.67,2015,51.481655,-3.179193
"Belgrade, Serbia",40.57,2015,44.817813,20.456897
"Ploiesti, Romania",40.00,2015,44.941747,26.02365
"Oslo, Norway",39.91,2015,59.913269,10.739111
"Lodz, Poland",39.59,2015,51.768732,19.456991
"Oulu, Finland",39.45,2015,65.011873,25.471681
"Nis, Serbia",38.84,2015,43.321504,21.89573
"Bologna, Italy",38.78,2015,44.493671,11.343035
"Cologne, Germany",38.57,2015,50.938361,6.959974
"Riga, Latvia",38.51,2015,56.949398,24.105185
"Lviv, Ukraine",38.39,2015,49.841952,24.031592
"Constanta, Romania",38.23,2015,44.172417,28.62082
"Geneva, Switzerland",37.85,2015,46.201756,6.146601
"Malaga, Spain",37.50,2015,36.721303,-4.421637
"Bristol, United Kingdom",37.48,2015,51.453802,-2.597298
"Modena, Italy",36.98,2015,44.645889,10.925571
"Nijmegen, Netherlands",36.94,2015,51.842602,5.83852
"Florence, Italy",36.89,2015,43.769871,11.255576
"Tromso, Norway",36.77,2015,69.649297,18.954849
"Reading, United Kingdom",36.61,2015,51.456659,-0.969651
"Lublin, Poland",36.38,2015,51.250559,22.570102
"Burgas, Bulgaria",36.25,2015,42.506514,27.35375
"Alicante, Spain",36.13,2015,38.353738,-0.490185
"Lucerne, Switzerland",35.83,2015,47.050545,8.305468
"Krakow (Cracow), Poland",35.82,2015,50.060674,19.937139
"Helsinki, Finland",35.63,2015,60.167409,24.942568
"Madrid, Spain",35.60,2015,40.416705,-3.703582
"Iasi, Romania",35.31,2015,47.161494,27.58405
"Varna, Bulgaria",35.16,2015,43.206903,27.915086
"Brighton, United Kingdom",35.05,2015,50.82204,-0.137406
"Ufa, Russia",34.90,2015,54.726288,55.947727
"Lisbon, Portugal",34.73,2015,38.707751,-9.136592
"Bratislava, Slovakia",34.41,2015,48.135909,17.159744
"Corfu, Greece",33.90,2015,39.591337,19.859619
"Banja Luka, Bosnia And Herzegovina",33.67,2015,44.771982,17.189893
"Patras, Greece",33.59,2015,38.246242,21.735085
"Kaliningrad, Russia",33.59,2015,54.706642,20.510517
"Hamburg, Germany",33.27,2015,53.550341,10.000654
"Galway, Ireland",33.23,2015,53.274412,-9.049063
"Wroclaw, Poland",33.16,2015,51.108978,17.032669
"Amsterdam, Netherlands",33.14,2015,52.37454,4.897976
"Prague, Czech Republic",32.93,2015,50.087465,14.421254
"Uppsala, Sweden",32.76,2015,59.859413,17.64112
"Zagreb, Croatia",32.57,2015,45.813177,15.977048
"Berlin, Germany",32.55,2015,52.517037,13.38886
"Brno, Czech Republic",32.45,2015,49.192244,16.611338
"Thessaloniki, Greece",32.25,2015,40.640317,22.935272
"Dusseldorf, Germany",32.10,2015,51.225402,6.776314
"Exeter, United Kingdom",32.03,2015,50.725562,-3.526911
"Utrecht, Netherlands",31.81,2015,52.080952,5.12768
"Kosice, Slovakia",31.51,2015,48.717227,21.249677
"Bucharest, Romania",31.27,2015,44.436141,26.10272
"Cork, Ireland",31.13,2015,51.897928,-8.470581
"Ljubljana, Slovenia",30.98,2015,46.049865,14.506892
"Nuremberg, Germany",30.88,2015,49.453872,11.077298
"Warsaw, Poland",30.75,2015,52.231924,21.006727
"Vienna, Austria",30.52,2015,48.208354,16.372504
"Freiburg im Breisgau, Germany",30.00,2015,47.99609,7.849401
"Frankfurt, Germany",29.96,2015,50.110644,8.682092
"Tallinn, Estonia",29.57,2015,59.437216,24.745369
"Seville (Sevilla), Spain",29.25,2015,37.38863,-5.995317
"Vilnius, Lithuania",29.18,2015,54.687046,25.282911
"Gdansk, Poland",28.91,2015,54.347628,18.645203
"Reykjavik, Iceland",28.70,2015,64.145981,-21.942237
"Minsk, Belarus",28.55,2015,53.902334,27.561879
"Rijeka, Croatia",28.35,2015,45.326936,14.440984
"Edinburgh, United Kingdom",28.04,2015,55.949563,-3.191497
"Copenhagen, Denmark",26.80,2015,55.686724,12.570072
"Valencia, Spain",26.76,2015,39.469901,-0.375951
"Brasov, Romania",26.56,2015,45.652309,25.610275
"Luxembourg, Luxembourg",26.17,2015,49.815868,6.129675
"Santa Cruz de Tenerife, Spain",25.94,2015,28.459782,-16.253638
"Poznan, Poland",25.78,2015,52.408266,16.93352
"Sliema, Malta",25.72,2015,35.912761,14.502071
"Chania, Greece",25.62,2015,35.514183,24.018146
"Podgorica, Montenegro",25.11,2015,42.441524,19.262108
"Aalborg, Denmark",24.55,2015,57.048221,9.919394
"Split, Croatia",24.38,2015,43.511556,16.43968
"Eindhoven, Netherlands",24.23,2015,51.448557,5.450123
"Verona, Italy",24.22,2015,45.438496,10.992412
"Cuneo, Italy",24.14,2015,44.389562,7.54787
"Plovdiv, Bulgaria",24.01,2015,42.141854,24.74993
"Torshavn, Faroe Islands",23.44,2015,62012,-6768
"Turku, Finland",23.18,2015,60.451753,22.267052
"Timisoara, Romania",21.64,2015,45.758888,21.221485
"Gent, Belgium",21.62,2015,51.053829,3.725012
"Bern, Switzerland",21.12,2015,46.948271,7.451451
"Cambridge, United Kingdom",21.09,2015,52.203482,0.123582
"Coimbra, Portugal",20.30,2015,40.21098,-8.429206
"Stavanger, Norway",20.06,2015,58.968043,5.732472
"Oradea, Romania",19.98,2015,47.056927,21.932605
"Bergen, Norway",19.74,2015,60.394353,5.325551
"Zurich, Switzerland",19.66,2015,47.372396,8.542322
"Cluj-Napoca, Romania",19.39,2015,46.769337,23.59006
"Espoo, Finland",19.11,2015,60.224187,24.660363
"Tampere, Finland",18.44,2015,61.498021,23.760312
"Trondheim, Norway",18.31,2015,63.430566,10.395193
"Stuttgart, Germany",17.78,2015,48.778449,9.180013
"Trieste, Italy",17.74,2015,45.650034,13.770656
"Graz, Austria",17.69,2015,47.070256,15.438572
"Basel, Switzerland",17.66,2015,47.558108,7.587826
"Leiden, Netherlands",17.04,2015,52.151816,4.481109
"Omsk, Russia",16.88,2015,54.991375,73.371529
"Aberdeen, United Kingdom",16.20,2015,57.148228,-2.092678
"Munich, Germany",14.64,2015,48.137108,11.575382
"Lugano, Switzerland",14.37,2015,46.00501,8.952028
"Dresden, Germany",13.73,2015,51.049329,13.738144
"Dubrovnik, Croatia",11.56,2015,42.650042,18.089918
"Norwich, United Kingdom",10.09,2015,52.628606,1.29227
"Bari, Italy",66.95,2015.05.00,41.125784,16.862029
"Milton Keynes, United Kingdom",64.55,2015.05.00,52.04298,-0.758961
"Naples, Italy",62.57,2015.05.00,40.835934,14.248783
"Marseille, France",62.51,2015.05.00,43.296174,5.369953
"Turin, Italy",61.01,2015.05.00,45.067755,7.682489
"Malmo, Sweden",58.47,2015.05.00,55.605293,13.000157
"Catania, Italy",57.27,2015.05.00,37.502236,15.08738
"Sarajevo, Bosnia And Herzegovina",55.27,2015.05.00,43.851977,18.386687
"Paris, France",54.95,2015.05.00,48.85661,2.351499
"Rome, Italy",54.94,2015.05.00,41.894802,12.485338
"Dublin, Ireland",54.35,2015.05.00,53.349765,-6.260273
"Podgorica, Montenegro",53.94,2015.05.00,42.441524,19.262108
"Leeds, United Kingdom",52.88,2015.05.00,53.797419,-1.543794
"Brussels, Belgium",52.87,2015.05.00,50.846557,4.351697
"Odessa (Odesa), Ukraine",52.24,2015.05.00,46.484658,30.732564
"Kharkiv, Ukraine",51.76,2015.05.00,49.991425,36.272266
"Yekaterinburg, Russia",51.74,2015.05.00,56.839104,60.60825
"Manchester, United Kingdom",50.83,2015.05.00,53.47913,-2.244101
"Moscow, Russia",50.65,2015.05.00,55.750718,37.617661
"Milan, Italy",50.58,2015.05.00,45.466797,9.190498
"Chisinau, Moldova",50.05,2015.05.00,47.012274,28.860594
"Athens, Greece",49.95,2015.05.00,37.984149,23.727984
"Novi Sad, Serbia",49.74,2015.05.00,45.255134,19.845176
"Nottingham, United Kingdom",49.73,2015.05.00,52.953416,-1.149277
"Lausanne, Switzerland",49.70,2015.05.00,46.521827,6.632703
"Sofia, Bulgaria",49.66,2015.05.00,42.697863,23.322179
"Kaunas, Lithuania",48.45,2015.05.00,54.898214,23.904482
"London, United Kingdom",48.07,2015.05.00,51.507322,-0.127647
"Rotterdam, Netherlands",47.67,2015.05.00,51.927798,4.488623
"Toulouse, France",47.35,2015.05.00,43.604462,1.444247
"Belfast, United Kingdom",47.18,2015.05.00,54.596987,-5.930099
"Tirana, Albania",47.17,2015.05.00,41.327946,19.818532
"Gothenburg, Sweden",47.15,2015.05.00,57.707233,11.967017
"Glasgow, United Kingdom",46.93,2015.05.00,55.856656,-4.243582
"Newcastle upon Tyne, United Kingdom",46.73,2015.05.00,54.977092,-1.614206
"Porto, Portugal",46.00,2015.05.00,41.149451,-8.610788
"Genoa, Italy",45.89,2015.05.00,44.40726,8.933862
"Saint Petersburg, Russia",45.58,2015.05.00,59.938732,30.316229
"Bordeaux, France",45.11,2015.05.00,44.841225,-0.580036
"Birmingham, United Kingdom",45.08,2015.05.00,52.47754,-1.894053
"Limerick, Ireland",44.32,2015.05.00,52.661252,-8.630124
"Stockholm, Sweden",43.53,2015.05.00,59.325117,18.071094
"Skopje, North Macedonia",43.33,2015.05.00,41.996092,21.43165
"Liverpool, United Kingdom",43.22,2015.05.00,53.405472,-2.980539
"Lviv, Ukraine",43.15,2015.05.00,49.841952,24.031592
"Antwerp, Belgium",42.56,2015.05.00,51.22111,4.399708
"Kiev (Kyiv), Ukraine",42.31,2015.05.00,50.450107,30.52405
"Budapest, Hungary",42.27,2015.05.00,47.498382,19.040471
"Novosibirsk, Russia",42.15,2015.05.00,55.028217,82.923451
"Belgrade, Serbia",42.00,2015.05.00,44.817813,20.456897
"Barcelona, Spain",41.74,2015.05.00,41.382894,2.177432
"Dnipro, Ukraine",41.06,2015.05.00,48.468022,35.041771
"Leicester, United Kingdom",40.99,2015.05.00,52.63614,-1.133079
"Riga, Latvia",40.52,2015.05.00,56.949398,24.105185
"Bologna, Italy",40.02,2015.05.00,44.493671,11.343035
"Hamburg, Germany",39.94,2015.05.00,53.550341,10.000654
"Oulu, Finland",39.45,2015.05.00,65.011873,25.471681
"Oslo, Norway",39.40,2015.05.00,59.913269,10.739111
"Constanta, Romania",38.75,2015.05.00,44.172417,28.62082
"Alicante, Spain",38.63,2015.05.00,38.353738,-0.490185
"Frankfurt, Germany",38.28,2015.05.00,50.110644,8.682092
"Pristina, Kosovo (Disputed Territory)",37.99,2015.05.00,39.78373,-100.445882
"Lyon, France",37.84,2015.05.00,45.757814,4.832011
"Vilnius, Lithuania",37.60,2015.05.00,54.687046,25.282911
"Lodz, Poland",37.26,2015.05.00,51.768732,19.456991
"Varna, Bulgaria",37.11,2015.05.00,43.206903,27.915086
"Patras, Greece",36.91,2015.05.00,38.246242,21.735085
"Geneva, Switzerland",36.36,2015.05.00,46.201756,6.146601
"Amsterdam, Netherlands",36.29,2015.05.00,52.37454,4.897976
"Cologne, Germany",36.14,2015.05.00,50.938361,6.959974
"Lisbon, Portugal",36.08,2015.05.00,38.707751,-9.136592
"Krakow (Cracow), Poland",35.60,2015.05.00,50.060674,19.937139
"Berlin, Germany",34.94,2015.05.00,52.517037,13.38886
"Nuremberg, Germany",34.89,2015.05.00,49.453872,11.077298
"Wroclaw, Poland",34.39,2015.05.00,51.108978,17.032669
"Bratislava, Slovakia",34.06,2015.05.00,48.135909,17.159744
"Madrid, Spain",34.06,2015.05.00,40.416705,-3.703582
"Brighton, United Kingdom",34.04,2015.05.00,50.82204,-0.137406
"Iasi, Romania",34.00,2015.05.00,47.161494,27.58405
"The Hague (Den Haag), Netherlands",33.86,2015.05.00,52.089108,4.309274
"Kosice, Slovakia",33.79,2015.05.00,48.717227,21.249677
"Venice, Italy",32.99,2015.05.00,45.437191,12.33459
"Florence, Italy",32.78,2015.05.00,43.769871,11.255576
"Prague, Czech Republic",32.19,2015.05.00,50.087465,14.421254
"Dusseldorf, Germany",32.10,2015.05.00,51.225402,6.776314
"Banja Luka, Bosnia And Herzegovina",31.90,2015.05.00,44.771982,17.189893
"Granada, Spain",31.82,2015.05.00,37.18302,-3.602192
"Thessaloniki, Greece",31.73,2015.05.00,40.640317,22.935272
"Bucharest, Romania",31.53,2015.05.00,44.436141,26.10272
"Zagreb, Croatia",31.29,2015.05.00,45.813177,15.977048
"Sheffield, United Kingdom",31.01,2015.05.00,53.380663,-1.470228
"Brno, Czech Republic",30.92,2015.05.00,49.192244,16.611338
"Cork, Ireland",30.54,2015.05.00,51.897928,-8.470581
"Edinburgh, United Kingdom",30.47,2015.05.00,55.949563,-3.191497
"Helsinki, Finland",30.37,2015.05.00,60.167409,24.942568
"Seville (Sevilla), Spain",30.18,2015.05.00,37.38863,-5.995317
"Vienna, Austria",30.00,2015.05.00,48.208354,16.372504
"Valencia, Spain",29.92,2015.05.00,39.469901,-0.375951
"Malaga, Spain",29.57,2015.05.00,36.721303,-4.421637
"Ljubljana, Slovenia",29.18,2015.05.00,46.049865,14.506892
"Bristol, United Kingdom",29.11,2015.05.00,51.453802,-2.597298
"Galway, Ireland",29.01,2015.05.00,53.274412,-9.049063
"Lucerne, Switzerland",28.97,2015.05.00,47.050545,8.305468
"Arhus, Denmark",28.95,2015.05.00,56.149628,10.213405
"Reykjavik, Iceland",28.75,2015.05.00,64.145981,-21.942237
"Marbella, Spain",28.55,2015.05.00,36.508976,-4.88562
"Gdansk, Poland",28.50,2015.05.00,54.347628,18.645203
"Tallinn, Estonia",28.39,2015.05.00,59.437216,24.745369
"Targu Mures, Romania",28.08,2015.05.00,46.544624,24.561195
"Warsaw, Poland",27.59,2015.05.00,52.231924,21.006727
"Poznan, Poland",27.52,2015.05.00,52.408266,16.93352
"Innsbruck, Austria",27.10,2015.05.00,47.26543,11.392769
"Freiburg im Breisgau, Germany",27.08,2015.05.00,47.99609,7.849401
"Gent, Belgium",25.99,2015.05.00,51.053829,3.725012
"Sliema, Malta",25.97,2015.05.00,35.912761,14.502071
"Corfu, Greece",25.64,2015.05.00,39.591337,19.859619
"Luxembourg, Luxembourg",25.52,2015.05.00,49.815868,6.129675
"Stavanger, Norway",25.51,2015.05.00,58.968043,5.732472
"Copenhagen, Denmark",25.32,2015.05.00,55.686724,12.570072
"Basel, Switzerland",25.05,2015.05.00,47.558108,7.587826
"Split, Croatia",25.02,2015.05.00,43.511556,16.43968
"Timisoara, Romania",24.73,2015.05.00,45.758888,21.221485
"Minsk, Belarus",24.73,2015.05.00,53.902334,27.561879
"Leiden, Netherlands",24.18,2015.05.00,52.151816,4.481109
"Salzburg, Austria",23.97,2015.05.00,47.798135,13.046481
"Aalborg, Denmark",23.80,2015.05.00,57.048221,9.919394
"Rijeka, Croatia",23.57,2015.05.00,45.326936,14.440984
"Trondheim, Norway",23.45,2015.05.00,63.430566,10.395193
"Trieste, Italy",23.42,2015.05.00,45.650034,13.770656
"Eindhoven, Netherlands",22.91,2015.05.00,51.448557,5.450123
"Monaco, Monaco",22.54,2015.05.00,43.731142,7.419758
"Cluj-Napoca, Romania",22.05,2015.05.00,46.769337,23.59006
"Brasov, Romania",21.96,2015.05.00,45.652309,25.610275
"Norwich, United Kingdom",20.49,2015.05.00,52.628606,1.29227
"Munich, Germany",19.89,2015.05.00,48.137108,11.575382
"Zurich, Switzerland",19.87,2015.05.00,47.372396,8.542322
"Espoo, Finland",19.48,2015.05.00,60.224187,24.660363
"Stuttgart, Germany",19.47,2015.05.00,48.778449,9.180013
"Bern, Switzerland",19.44,2015.05.00,46.948271,7.451451
"Bergen, Norway",19.32,2015.05.00,60.394353,5.325551
"Coimbra, Portugal",19.32,2015.05.00,40.21098,-8.429206
"Heidelberg, Germany",19.22,2015.05.00,49.409358,8.694724
"Bari, Italy",64.68,2016,41.125784,16.862029
"Naples, Italy",64.10,2016,40.835934,14.248783
"Marseille, France",63.65,2016,43.296174,5.369953
"Turin, Italy",59.54,2016,45.067755,7.682489
"Catania, Italy",58.50,2016,37.502236,15.08738
"Malmo, Sweden",57.93,2016,55.605293,13.000157
"Nottingham, United Kingdom",57.03,2016,52.953416,-1.149277
"Rome, Italy",55.87,2016,41.894802,12.485338
"Brussels, Belgium",54.54,2016,50.846557,4.351697
"Milton Keynes, United Kingdom",54.52,2016,52.04298,-0.758961
"Dublin, Ireland",54.41,2016,53.349765,-6.260273
"Paris, France",54.07,2016,48.85661,2.351499
"Kharkiv, Ukraine",53.25,2016,49.991425,36.272266
"Manchester, United Kingdom",52.41,2016,53.47913,-2.244101
"Birmingham, United Kingdom",51.36,2016,52.47754,-1.894053
"Sarajevo, Bosnia And Herzegovina",50.95,2016,43.851977,18.386687
"Podgorica, Montenegro",50.48,2016,42.441524,19.262108
"Novi Sad, Serbia",49.94,2016,45.255134,19.845176
"Milan, Italy",49.82,2016,45.466797,9.190498
"Yekaterinburg, Russia",49.43,2016,56.839104,60.60825
"Sofia, Bulgaria",49.15,2016,42.697863,23.322179
"Palermo, Italy",49.01,2016,38.111227,13.352443
"Athens, Greece",48.67,2016,37.984149,23.727984
"Hamburg, Germany",48.63,2016,53.550341,10.000654
"London, United Kingdom",48.37,2016,51.507322,-0.127647
"Glasgow, United Kingdom",47.87,2016,55.856656,-4.243582
"Tirana, Albania",47.65,2016,41.327946,19.818532
"Leeds, United Kingdom",47.60,2016,53.797419,-1.543794
"Porto, Portugal",47.56,2016,41.149451,-8.610788
"Frankfurt, Germany",47.25,2016,50.110644,8.682092
"Chisinau, Moldova",46.61,2016,47.012274,28.860594
"Moscow, Russia",46.42,2016,55.750718,37.617661
"Gothenburg, Sweden",45.85,2016,57.707233,11.967017
"Antwerp, Belgium",44.83,2016,51.22111,4.399708
"Saint Petersburg, Russia",44.79,2016,59.938732,30.316229
"Newcastle upon Tyne, United Kingdom",44.68,2016,54.977092,-1.614206
"Rotterdam, Netherlands",44.61,2016,51.927798,4.488623
"Novosibirsk, Russia",44.51,2016,55.028217,82.923451
"Belfast, United Kingdom",43.96,2016,54.596987,-5.930099
"Lausanne, Switzerland",43.78,2016,46.521827,6.632703
"Bordeaux, France",43.64,2016,44.841225,-0.580036
"Bologna, Italy",43.47,2016,44.493671,11.343035
"Bremen, Germany",43.16,2016,53.07582,8.807165
"Stockholm, Sweden",42.98,2016,59.325117,18.071094
"Skopje, North Macedonia",42.27,2016,41.996092,21.43165
"Cagliari, Italy",42.14,2016,39.216953,9.112851
"Lviv, Ukraine",42.06,2016,49.841952,24.031592
"Barcelona, Spain",41.79,2016,41.382894,2.177432
"Kiev (Kyiv), Ukraine",41.44,2016,50.450107,30.52405
"Budapest, Hungary",41.12,2016,47.498382,19.040471
"Belgrade, Serbia",40.65,2016,44.817813,20.456897
"Liverpool, United Kingdom",40.27,2016,53.405472,-2.980539
"Toulouse, France",40.25,2016,43.604462,1.444247
"Cardiff, United Kingdom",40.15,2016,51.481655,-3.179193
"Riga, Latvia",39.43,2016,56.949398,24.105185
"Lyon, France",38.94,2016,45.757814,4.832011
"Cologne, Germany",38.78,2016,50.938361,6.959974
"Berlin, Germany",38.54,2016,52.517037,13.38886
"Lodz, Poland",38.11,2016,51.768732,19.456991
"Oslo, Norway",38.03,2016,59.913269,10.739111
"Vilnius, Lithuania",37.97,2016,54.687046,25.282911
"Dusseldorf, Germany",36.92,2016,51.225402,6.776314
"Constanta, Romania",36.88,2016,44.172417,28.62082
"Oulu, Finland",36.54,2016,65.011873,25.471681
"Amsterdam, Netherlands",36.08,2016,52.37454,4.897976
"Krakow (Cracow), Poland",35.66,2016,50.060674,19.937139
"Geneva, Switzerland",35.51,2016,46.201756,6.146601
"Lisbon, Portugal",34.82,2016,38.707751,-9.136592
"The Hague (Den Haag), Netherlands",34.75,2016,52.089108,4.309274
"Cork, Ireland",34.75,2016,51.897928,-8.470581
"Wroclaw, Poland",34.11,2016,51.108978,17.032669
"Bratislava, Slovakia",34.03,2016,48.135909,17.159744
"Brighton, United Kingdom",33.14,2016,50.82204,-0.137406
"Galway, Ireland",32.45,2016,53.274412,-9.049063
"Iasi, Romania",32.29,2016,47.161494,27.58405
"Madrid, Spain",31.72,2016,40.416705,-3.703582
"Zagreb, Croatia",31.47,2016,45.813177,15.977048
"Helsinki, Finland",31.33,2016,60.167409,24.942568
"Aalborg, Denmark",31.18,2016,57.048221,9.919394
"Thessaloniki, Greece",31.15,2016,40.640317,22.935272
"Prague, Czech Republic",31.05,2016,50.087465,14.421254
"Banja Luka, Bosnia And Herzegovina",30.62,2016,44.771982,17.189893
"Bucharest, Romania",30.26,2016,44.436141,26.10272
"Poznan, Poland",30.18,2016,52.408266,16.93352
"Sliema, Malta",30.11,2016,35.912761,14.502071
"Florence, Italy",29.93,2016,43.769871,11.255576
"Brno, Czech Republic",29.86,2016,49.192244,16.611338
"Valencia, Spain",29.64,2016,39.469901,-0.375951
"Gent, Belgium",28.88,2016,51.053829,3.725012
"Edinburgh, United Kingdom",28.61,2016,55.949563,-3.191497
"Ljubljana, Slovenia",28.11,2016,46.049865,14.506892
"Vienna, Austria",28.04,2016,48.208354,16.372504
"Malaga, Spain",28.01,2016,36.721303,-4.421637
"Gdansk, Poland",27.54,2016,54.347628,18.645203
"Seville (Sevilla), Spain",27.39,2016,37.38863,-5.995317
"Split, Croatia",27.00,2016,43.511556,16.43968
"Copenhagen, Denmark",26.78,2016,55.686724,12.570072
"Warsaw, Poland",26.33,2016,52.231924,21.006727
"Tallinn, Estonia",26.21,2016,59.437216,24.745369
"Reykjavik, Iceland",25.40,2016,64.145981,-21.942237
"Minsk, Belarus",24.75,2016,53.902334,27.561879
"Stavanger, Norway",23.48,2016,58.968043,5.732472
"Timisoara, Romania",23.20,2016,45.758888,21.221485
"Stuttgart, Germany",23.17,2016,48.778449,9.180013
"Rijeka, Croatia",22.66,2016,45.326936,14.440984
"Corfu, Greece",22.04,2016,39.591337,19.859619
"Cluj-Napoca, Romania",21.37,2016,46.769337,23.59006
"Coimbra, Portugal",20.91,2016,40.21098,-8.429206
"Arhus, Denmark",20.86,2016,56.149628,10.213405
"Trieste, Italy",20.71,2016,45.650034,13.770656
"Trondheim, Norway",20.19,2016,63.430566,10.395193
"Basel, Switzerland",19.83,2016,47.558108,7.587826
"Zurich, Switzerland",19.75,2016,47.372396,8.542322
"Bergen, Norway",19.45,2016,60.394353,5.325551
"Bern, Switzerland",19.02,2016,46.948271,7.451451
"Munich, Germany",15.74,2016,48.137108,11.575382
"Marseille, France",63.81,2016.05.00,43.296174,5.369953
"Brussels, Belgium",55.04,2016.05.00,50.846557,4.351697
"Turin, Italy",54.06,2016.05.00,45.067755,7.682489
"Rome, Italy",53.83,2016.05.00,41.894802,12.485338
"Kharkiv, Ukraine",53.23,2016.05.00,49.991425,36.272266
"Birmingham, United Kingdom",52.77,2016.05.00,52.47754,-1.894053
"Paris, France",52.04,2016.05.00,48.85661,2.351499
"Dublin, Ireland",51.35,2016.05.00,53.349765,-6.260273
"Yekaterinburg, Russia",50.95,2016.05.00,56.839104,60.60825
"Manchester, United Kingdom",50.40,2016.05.00,53.47913,-2.244101
"Sarajevo, Bosnia And Herzegovina",50.25,2016.05.00,43.851977,18.386687
"Kaunas, Lithuania",49.98,2016.05.00,54.898214,23.904482
"Athens, Greece",49.76,2016.05.00,37.984149,23.727984
"Hamburg, Germany",49.26,2016.05.00,53.550341,10.000654
"Leeds, United Kingdom",49.01,2016.05.00,53.797419,-1.543794
"Sofia, Bulgaria",47.24,2016.05.00,42.697863,23.322179
"London, United Kingdom",47.24,2016.05.00,51.507322,-0.127647
"Novosibirsk, Russia",47.17,2016.05.00,55.028217,82.923451
"Moscow, Russia",46.94,2016.05.00,55.750718,37.617661
"Milan, Italy",46.64,2016.05.00,45.466797,9.190498
"Stockholm, Sweden",46.00,2016.05.00,59.325117,18.071094
"Porto, Portugal",45.91,2016.05.00,41.149451,-8.610788
"Glasgow, United Kingdom",45.88,2016.05.00,55.856656,-4.243582
"Chisinau, Moldova",45.78,2016.05.00,47.012274,28.860594
"Novi Sad, Serbia",45.44,2016.05.00,45.255134,19.845176
"Belfast, United Kingdom",45.38,2016.05.00,54.596987,-5.930099
"Kiev (Kyiv), Ukraine",44.93,2016.05.00,50.450107,30.52405
"Saint Petersburg, Russia",43.68,2016.05.00,59.938732,30.316229
"Skopje, North Macedonia",43.30,2016.05.00,41.996092,21.43165
"Rotterdam, Netherlands",43.27,2016.05.00,51.927798,4.488623
"Lviv, Ukraine",42.21,2016.05.00,49.841952,24.031592
"Barcelona, Spain",41.88,2016.05.00,41.382894,2.177432
"Toulouse, France",41.60,2016.05.00,43.604462,1.444247
"Oslo, Norway",41.54,2016.05.00,59.913269,10.739111
"Lausanne, Switzerland",40.52,2016.05.00,46.521827,6.632703
"Budapest, Hungary",40.34,2016.05.00,47.498382,19.040471
"Frankfurt, Germany",39.73,2016.05.00,50.110644,8.682092
"Belgrade, Serbia",38.96,2016.05.00,44.817813,20.456897
"Liverpool, United Kingdom",38.82,2016.05.00,53.405472,-2.980539
"Bologna, Italy",38.13,2016.05.00,44.493671,11.343035
"Wroclaw, Poland",37.84,2016.05.00,51.108978,17.032669
"Riga, Latvia",37.81,2016.05.00,56.949398,24.105185
"Lodz, Poland",36.70,2016.05.00,51.768732,19.456991
"Vilnius, Lithuania",34.56,2016.05.00,54.687046,25.282911
"Amsterdam, Netherlands",34.43,2016.05.00,52.37454,4.897976
"Constanta, Romania",34.17,2016.05.00,44.172417,28.62082
"Krakow (Cracow), Poland",33.84,2016.05.00,50.060674,19.937139
"Thessaloniki, Greece",33.65,2016.05.00,40.640317,22.935272
"Gdansk, Poland",33.53,2016.05.00,54.347628,18.645203
"Geneva, Switzerland",33.13,2016.05.00,46.201756,6.146601
"Lisbon, Portugal",33.00,2016.05.00,38.707751,-9.136592
"Bristol, United Kingdom",32.56,2016.05.00,51.453802,-2.597298
"Bratislava, Slovakia",32.34,2016.05.00,48.135909,17.159744
"Iasi, Romania",32.27,2016.05.00,47.161494,27.58405
"Cork, Ireland",31.68,2016.05.00,51.897928,-8.470581
"Madrid, Spain",31.60,2016.05.00,40.416705,-3.703582
"Eindhoven, Netherlands",31.16,2016.05.00,51.448557,5.450123
"Poznan, Poland",31.00,2016.05.00,52.408266,16.93352
"Galway, Ireland",30.90,2016.05.00,53.274412,-9.049063
"Bucharest, Romania",30.58,2016.05.00,44.436141,26.10272
"Helsinki, Finland",30.53,2016.05.00,60.167409,24.942568
"Zagreb, Croatia",30.39,2016.05.00,45.813177,15.977048
"Prague, Czech Republic",30.19,2016.05.00,50.087465,14.421254
"Edinburgh, United Kingdom",30.11,2016.05.00,55.949563,-3.191497
